title,localisation,desc,note,link,entreprise
Offre d'emploi en CDI : Data Scientist H/F,13 - Bouches du Rhône,"Scientific  Offre d'emploi en CDI : Data Scientist H/F  Réf 98348477  Marseille ProvenceAlpesCôte d'Azur: Scientific ,   Il s'agit d'un sedentaire base a  Marseille.  Vous integrez la filiale technologie d'un groupe multinational Francais. En tant que Data Analyst/Scientist, vos principales missions seront :  Creation et gestion de bases de donnees  Analyses statistiques  Extraction de donnees  Gestion de projets  Management d'equipe  Controle de la qualite des donnees  Analyse des resultats  Formuler des recommandations  Aide a  la prise de decision dans la creation de projets  ...  De formation Bac +5 en informatique et plus precisement en BigData, vous avez une premiere experience reussit a  un de Data scientist.  Vous avez des competences manageriales. Vous faites preuve d'un bon esprit d'equipe et d'un bon relationnel.  Vous avez un bon niveau d'anglais.Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9442225,NA
Ingénieur informatique BigData et Data Scientist (H/F),93 - NOISY LE GRAND,"Manufacturing  Ingénieur informatique BigData et Data Scientist H/F  Réf 98419420  NoisyleGrand: Manufacturing , Dans le cadre de la mise en place de l'offre de service, vous serez amene a  : Piloter la mise en place d'une infrastructure BigData a  la RATP Formaliser la methodologie de l'organisation autour des projets integrant la problematique du BigData Mesurer l'impact sur les processus d'ingenierie systeme d'information de cette nouvelle offre de serviceEt dans le cadre du projet SI, vous serez amene a  :Analyser les besoins metiers et elaborer la cartographie fonctionnelle et technique de la solution cible Identifier les sources amont Elaborer les principes d'alimentation Construire des modeles descriptifs ou predictifs Piloter la realisation du projet dans sa globalite en tant que MOE :  Piloter l'etape de conception fonctionnelle et technique  Mettre en oeuvre le dossier d'architecture applicative et technique  Piloter les realisateurs externes et/ou internes  Assurer l'etape de validation technique qualite de la realisation, performance et bonne prise en compte des contraintes d'exploitabilite  Piloter la bascule pour la mise en serviceType de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9441236,NA
Data scientist - Réseau Primever France (H/F),47 - AGEN,"Leader de son marché, le Réseau PRIMEVER développe des solutions dans les domaines du transport et de la logistique auprès de ses clients, concentrés sur deux secteurs d'activités particuliers : Le primeur fruits/légumes et l'industriel.Rejoindre PRIMEVER, c'est intégrer un réseau familial de 2600 collaborateurs, 38 sites, fort de ses valeurs et en plein développement grâce à l'implication quotidienne de son personnel.Rejoigneznous !Dans le cadre d'une création de poste, nous recherchons pour notre site basé à Agen, un Data Scientist.Rattaché au Responsable Supply chain, vos analyses contribueront à trouver de nouveaux axes d'optimisation, des leviers de croissance ou encore à identifier de nouveaux usages et modes de fonctionnement.  Pour cela, vous aurez pour missions : Identifier les données disponibles  internes et externes, amont et aval  pour réaliser les analyses, et s'assurer du développement des outils adaptés au SI, Construire des outils de collecte,Gérer et analyser des données,Fournir des recommandations stratégiques et prédictives métier en fonction de la problématique et des données,Construire des services à valeur ajoutée ou participer à des développements spécifiques internes,De formation Bac +5 en école d'ingénieur, ou un master 2 avec une spécialisation en statistiques / informatique / data science, vous justifiez d'une première expérience réussie d'au moins 2 ans.Vous avez de bonnes connaissances et un fort intérêt pour la statistique et l'analyse des données. Vous maîtrisez un logiciel de data science. Vous êtes doté de capacités et de goût pour l'analyse des chiffres et l'investigation. Vous avez des qualités de persévérance, de rigueur, de précision et de rédaction.Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9428314,NA
Data Scientist / Machine Learning Confirmé/Sénior H/F,92 - COURBEVOIE,"Pour un de nos clients grand compte, nous recherchons un Data Scientist / Machine Learning Confirmé/Sénior.Cadre de la prestation : L'entité est en charge des infrastructures Big Data des différents métiers du groupe.Il assure la production, la conception et la mise en oeuvre des nouvelles solutions ainsi que la définition des standards et de la stratégie.De plus, l'équipe a en charge le développement de l'Intelligence Artificielle et de la Data Science appliquées à l'infrastructure informatique du groupe.Description de la prestation:  Contribuer au développement de MVP et de data products de production Contribuer au suivi et à l'amélioration continue des data products en production Formaliser des problématiques business infrastructure IT en projet de data science / Recueillir les besoins Proposer des évolutions des produits existants ou de nouveaux produits Proposer et mettre en uvre l'industrialisation du machine Learning Livrables: POCs, MVPs et data products en production Divers livrables projets de data science, dont l'analyse du besoin Bonnes pratiques data science Pipelines industriels de machine learning Contributions et utilisations de composants de Data Science mutualisésEnvironnement de travail : Python GIT Anglais HadoopHive Kafka Spark Agile Scrum Continuous Integration Linux Si vous pensez avoir le profil pour ce poste, n'hésitez pas à m'envoyer votre CV à l'adresse suivante, je vous répondrai dans les meilleurs délais :Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9428037,NA
Data scientist (H/F),75 - PARIS 20,"**VOTRE FONCTION :**Rattachée à l'équipe Data Analytics, vous faites partie d'une équipe de 9 personnes chargée de réaliser et d'automatiser pour le compte des utilisateurs directeurs, responsables &amp; opérationnels des reportings de l'activité. Vous êtes principalement en charge de la création des modèles prédictifs pour nous aider à mieux comprendre nos clients. Vous êtes responsable de la réalisation des analyses pour servir nos enjeux de rétention et d'optimisation tarifaire du département Pricing. Vous apportez aussi votre support dans la lecture des rapports et mènerez des analyses statistiques pour les différents départements de l'entreprise marketing, sinistres, finance, direction générale....**Les principales missions du poste sont :*** Recueillir, analyser et comprendre les besoins métiers* Explorer les différents types de données conducteurs, véhiculier, géolocalisation, téléphone, Google Analytics, etc... et en tirer les informations pertinentes* Développer des algorithmes sur la plateforme Big Data pour répondre aux différents besoins : score, segmentation, machine learning... ou avec toute autre méthode que vous pourriez proposer* Elaborer des analyses stratégiques permettant de challenger les processus existants et de réaliser des propositions pour améliorer la valeur ajoutée des opérations.   **VOTRE PROFIL :*** Formation supérieure à dominante Statistiques / Datamining / Big Data / Data Science/Machine Learning.* Maîtrise d'un langage de manipulation de données : Python ou R, SQL, SAS.* Capacité à apprendre facilement de nouveaux langages ou la maîtrise de nouveaux logiciels.* Analytique, rigoureux et goût des chiffres.* Dynamique, bon sens du contact, attirée par le travail en équipe.* Notions d'anglais travail régulier avec des équipes situées au UK, Espagne, Italie, USA.* Vous travaillez en lien direct avec les différents services de l'entreprise marketing, sinistres, direction générale... et serez force de proposition du fait du fonctionnement « startup » de notre filiale française.**VOS QUALITÉS :*** Pragmatique : vous analysez la situation, recherchez plusieurs solutions et consultez les parties prenantes avant d'agir. Vous savez présenter de manière convaincante vos arguments.* Bon communicant : vous avez une excellente capacité d'écoute et de synthèse auprès de public variés, d'experts informatiques et métiers. Vous appréciez un environnement multilingue.* « Can do attitude » : vous vous sentez capable de réaliser des choses que vous n'avez jamais faites auparavant et apporter des solutions techniques novatrices.**VOS AVANTAGES :** * Poste en CDI à pourvoir dès que possible.* Plan d'actions gratuites .* Mutuelle d'entreprise + Prévoyance + surcomplémentaire retraite.* Tickets Restaurant et 50% du titre de transport.Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9424421,NA
Data Scientist - Chef de projet H/F (2020-7273),92 - PUTEAUX,"Description de l'offre EDF, électricien performant et responsable, champion de la croissance bas carbone recrute dans ses nombreux métiers. Rejoignez nos équipes et relevez de nouveaux défis au service de 38.5 millions de clients.Le département Analyse des Données a pour mission d'exploiter et de valoriser les datas au sein d'EDF Commerce. Il réalise des études prédictives, des modélisations de comportements et contribue à l'amélioration des performances ainsi qu'à la construction de la Connaissance Client d'EDF.Au sein du pôle d'Etude de marché Résidentiel, Le Chef de projet Data Scientist est en charge d'exploiter et valoriser les datas en réalisant, pilotant et réceptionnant des études statistiques.A ce titre, ses missions sont :Recueillir le besoin d'étude auprès des commanditaires internes de la Direction Commerce d'EDF Direction marketing, Direction des Opérations, DSI, Direction Juridique etc. et déterminer la meilleure démarche méthodologique pour y répondre.Réaliser des analyses tout ou partie et encadrer techniquement les analystes et Data scientistes du pôle dans l'extraction, le nettoyage, le traitement et l'exploitation des données. Veiller à la mise en œuvre des méthodes de développements appliquées dans le département ainsi qu'à l'exécution des codes dans l'environnement technique local et plus généralement de la DSI Commerce.Valider les résultats d'étude, et plus généralement l'ensemble des livrables.Veiller au respect des délais et à la conformité des résultats par rapport à la demande du commanditaire et des normatives de protection des données RGPD, droit de la concurrence.Présenter les résultats et assister le commanditaire dans leur exploitation.Type de contratContrat à durée indéterminéeContrat travailSalaireSalaire :Annuel de",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9424033,NA
DATA SCIENTIST TRAITEMENT D'IMAGES (H/F),94 - FONTENAY SOUS BOIS,"C'est dans cet esprit precurseur que l'OCR Factory a ete fondee : sa consiste a  developper, deployer et integrer des solutions permettant le traitement de documents numerises pour le compte du groupe Credit Mutuel et de ses filiales. L'equipe, localisee a  Val De Fontenay Paris, a vocation a  repondre a  l'ensemble des demandes OCR, depuis l'optimisation de la reconnaissance de documents, pieces jointes ou photos, jusqu'a  l'implementation d'outils de parametrage, d'interface ou de statistiques. En tant que Data Scientist, vous serez garante de l'expertise sur les sujets lies au traitement de donnees documentaires : evaluation de la pertinence des modeles OCR, elaboration de modeles ad hoc, pretraitement des documents, etc. »  Activites et taches specifiques  En tant que Data Scientist, vous serez garante de l'expertise sur les sujets lies au traitement de donnees documentaires : Maitriser l'etat de l'art des techniques d'OCR.  Capacite a  realiser une veille scientifique et technologique concernant les techniques utilisees dans les solutions mises en A?uvre.  Tester et livrer des algorithmes en Python ou C# sous fortes contraintes d'industrialisation.  Evaluer de maniere critique, avec une demarche statistique, les performances de chaque solution.  Communiquer son travail avec des parties prenantes aussi bien techniques que fonctionnelles   Connaissances et competences   Vous disposez de competences en Data Science : Machine Learning, Deep Learning, traitement d'images et statistiques.  Des connaissances en OCR seraient un plus. Vous maitrisez C#, .NET et Python. De formation superieure Bac+4/+5, vous justifiez au minimum d'une premiere experience sur un similaire. Un niveau d'anglais courant est souhaite. La maitrise de la methodologie agile est souhaitee.   Savoiretre  savoirfaire  Vous savez faire preuve d'initiative dans la conduite et la communication de projets techniques. Vous etes reconnu pour votre esprit d'analyse, de methodologie & de synthese, votre rigueur dans l'analyse et le developpement. Vous avez le souci du respect des normes et standards de qualite. Vous etes dote d'un bon relationnel avec un veritable esprit d'equipe, le sens du service clients et l'envie de vous investir dans des projets.  Autres informations  Le base a   FontenaysousBois  est a  pourvoir en  CDI immediatement.   Vous beneficierez  d'avantages «Convention Collective Banque»  comme : 13eme mois, RTT, Prime d'interessement et de participation, Abondement, Conditions bancaires avantageuses, Regime de Frais de Sante et de Retraite tres attractif, Et encore plein d'autres avantages a  decouvrir...  Vous evoluez dans un environnement stimulant base sur un management de proximite. Un Groupe qui s'engage pour ses salaries par la formation et l'evolution professionnelle. Vous recherchez un projet innovant ? Alors  Rejoignez la Team EI en postulant!Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9420849,NA
"Manager Data Scientist (10 managés, équipe Big Data et IA) (H/F)",75 - Paris (Dept.),"Les challenges sont interessants et les perspectives d'evolution importantes.    VOS  MANAGER, ACCOMPAGNER, COMMUNIQUER, DEVELOPPER    Au sein d'une  equipe big data et intelligence artificielle  de 35 personnes vous aurez a  :    Manager 4 ou 5 data scientist  dans un premier temps une dizaine dans les mois a  venir   Valider les demarches statistiques et la qualite des travaux de votre equipe   Vous impliquer dans la technique  lorsqu'il le faudra  Assurer le  suivi, le coaching et le conseil  aupres de vos collaborateurs  Participer aux  recrutements  de vos futurs data scientist   Etre le lien entre les equipes metiers et la data science  et comprendre les  problematiques business    Repartition des taches :   50% de coaching et management  20% de technique  10% de RH  20% de reunion vision strategique et technique     VOTRE PROFIL : LEAD DATA SCIENTIST    Competences necessaires :   Vous etes idealement issue d'une formation  bac+5  ingenieur ou scientifique ou d'un  doctorat PhD   Forte d'au moins  7 d'experience en data science  vous avez un  excellent niveau technique   Vous avez  deja  manage une equipe de data scientist    Python, Pyspark sont vos technologies de predilection   Vous parlez  anglais  ecrit et oral   Competences appreciees :   Vous avez une  experience dans un grand groupe ou/et dans l'assurance   La  data engineering  ne vous est pas inconnue     MODALITES :    Remuneration attractive :  70/100ka?¬ + variable + RTT 18 jours   Locaux :  Paris  La Defense   Processus de recrutement :   Entretien en videoconference avec un lead data scientist  Test technique a  distance 1h  Entretien physique avec le head of data et d'autres personnes de l'equipe  Entretien en physique avec le N+2  Entretien RHType de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9416275,NA
Data Scientist (H/F),75 - Paris (Dept.),"Et aux commandes   Une equipe soudee, motivee, ... prete a  aller chercher des nouvelles parts de marche !L'olivier Assurance est une filiale du groupe britannique Admiral, present dans le secteur depuis pres de 30 et qui a disrupte son marche. L'agilite d'une startup, les epaules d'un grand groupe... pas mal non  ! Nous comptons aujourd'hui:oPlus de 300 collaborateurs situes sur nos 2 sites: Paris et Lilleo2 types de produits: auto et habitationo2 marques: L'olivier Assurance et Homebrella, notre petite derniereEn rejoignant L'olivier, vous aurez l'opportunite de contribuer a  des projets innovants et digitaux portes par une forte culture du test and learn et une approche data driven. Ce que nous preferons c'est travailler sur des problematiques auxquelles personne n'avait encore pense... autant dire que le terrain de jeu est immense ! Chaque membre de L'olivier peut exprimer ses idees et, mieux, prendre le lead sur sa concretisation.Profil recherche :**VOTRE PROFIL :*** Formation superieure a  dominante Statistiques / Datamining / Big Data / Data Science/Machine Learning.* Maitrise d'un langage de manipulation de donnees : Python ou R, SQL, SAS.* Capacite a  apprendre facilement de nouveaux langages ou la maitrise de nouveaux logiciels.* Analytique, rigoureux et gout des chiffres.* Dynamique, bon sens du contact, attiree par le travail en equipe.* Notions d'anglais travail regulier avec des equipes situees au UK, Espagne, Italie, USA.* Vous travaillez en lien direct avec les differents services de l'entreprise marketing, sinistres, direction generale... et serez force de proposition du fait du fonctionnement « startup » de notre filiale francaise.**VOS QUALITES :*** Pragmatique : vous analysez la situation, recherchez plusieurs solutions et consultez les parties prenantes avant d'agir. Vous savez presenter de maniere convaincante vos arguments.* Bon communicant : vous avez une excellente capacite d'ecoute et de synthese aupres de public varies, d'experts informatiques et metiers. Vous appreciez un environnement multilingue.* « Can do attitude » : vous vous sentez capable de realiser des choses que vous n'avez jamais faites auparavant et apporter des solutions techniques novatrices.**VOS AVANTAGES :** * Poste en CDI a  pourvoir des que possible.* Plan d'actions gratuites .* Mutuelle d'entreprise + Prevoyance + surcomplementaire retraite.* Tickets Restaurant et 50% du titre de transport.A propos du :**VOTRE NCTION :**Rattachee a  l'equipe Data Analytics, vous faites partie d'une equipe de 9 personnes chargee de realiser et d'automatiser pour le compte des utilisateurs directeurs, responsables & operationnels des reportings de l'activite. Vous etes principalement en charge de la creation des modeles predictifs pour nous aider a  mieux comprendre nos clients. Vous etes responsable de la realisation des analyses pour servir nos enjeux de retention et d'optimisation tarifaire du departement Pricing. Vous apportez aussi votre support dans la lecture des rapports et menerez des analyses statistiques pour les differents departements de l'entreprise marketing, sinistres, finance, direction generale....**Les principales missions du sont :*** Recueillir, analyser et comprendre les besoins metiers* Explorer les differents types de donnees conducteurs, vehiculier, geolocalisation, telephone, Google Analytics, etc... et en tirer les informations pertinentes* Developper des algorithmes sur la plateforme Big Data pour repondre aux differents besoins : score, segmentation, machine learning... ou avec toute autre methode que vous pourriez proposer* Elaborer des analyses strategiques permettant de challenger les processus existants et de realiser des propositions pour ameliorer la valeur ajoutee des operations.Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9416093,NA
Data scientist Phd pour révolutionner le monde de la logistique automobile (CIR) (H/F),75 - Paris (Dept.),"Scientific  Data scientist Phd pour révolutionner le monde de la logistique automobile CIR  Réf 98159121  Paris ÎledeFrance: Scientific , ..  Plusieurs  millions d'euro leves  depuis la creation   Forte croissance    Bienveillance ,  entreaide  et  solidarite  sont les  valeurs  qui la definissent !   Environnement technique de l'entreprise: SQL, GCP, Node.js, PHP, React.js, ....      VOTRE MISSION : DEVELOPPER LA DATA SCIENCE DANS L'ENTREPRISE     Face a  la croissance du reseau de convoyeurs professionnels plus d'un millier vous aurez pour objectif de contribuer a  la mise en place d'outils permettant d'optimiser les enjeux operationnels. Pour cela, vous :   Mettez en placedes  outils data science   Vous apportez  votre bagage technique,  peut importe vos langages de predilection  Construisez des algorithmes d'analyses predictives ,  scoring ,  machine learning , ...  Restituez les donneessous forme de Data Visualisation adaptes aux enjeux operationnels      VOTRE PROFIL : DATA SCIENTIST      Poste propose dans le cadre d'un CIR    Vous etes  diplome d'unegrande ecole d'ingenieurs  ou equivalent  Vous etestitulaire d'un  Doctoratet n'avez jamais ete embauche en CDIapres l'obtention de votre these contrainte imperative pour respecter les criteres du CIR  Vous avez une  bonne comprehension des enjeux business   Vous etes  autonome  et etes  force de proposition   Vous etes capable de mener  des projets de bout en bout       MODALITES :      Package 65 a  75 Ka?¬   Paris  intramurosType de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9414432,NA
DATA SCIENTIST - STATISTICIEN (H/F),44 - NANTES,"Activites et taches specifiques  En evoluant dans cette equipe, vous pourrez etre amene a  travailler sur tous les sujets traites par l'equipe, dans des activites : a?¢D'analyse des donnees et des modeles existants, a?¢De modelisation par des methodes variees de statistique et de machine learning, a?¢D'evaluation et de documentation des modeles elabores, a?¢De reponse aux audits de l'ACPR Autorite de Controle Prudentiel et de Resolution et de la BCE Banque Centrale Europeenne, a?¢De reflexion, d'experimentation et de mise en A?uvre des outils d'analyse des Big Data et de la data en general.  Connaissances et competences   Vous avez un diplome Bac+5 en statistique ou mathematiques appliquees Master 2, ENSAI, ENSAE, ISUP, ecole d'ingenieur.  Vous avez de bonnes connaissances et un fort interet pour la statistique, le machine learning et l'analyse des donnees. Vous maitrisez un logiciel de data science parmi R, Python, et eventuellement SPSS ou SAS  Une connaissance des environnements Big Data Hadoop, Spark... est un plus.  Vous etes dote de capacites et de gout pour l'analyse des chiffres et l'investigation  Une bonne pratique de l'anglais est souhaitable.   Savoiretre  savoirfaire   Vous avez des qualites de perseverance, de rigueur, de precision et de redaction.  Vous aimez travailler en equipe et communiquer.  Vous etes curieux, motive, autonome et vous savez faire preuve d'initiative et de reactivite.   Autres informations   Le base a  Nantes est a  pourvoir en CDI des que possible.   Vous beneficierez d'avantages « Convention Collective Banque » comme : a?¢13eme mois, a?¢RTT, a?¢Prime d'interessement et de participation, a?¢Abondement, a?¢Conditions bancaires avantageuses, a?¢Regime de Frais de Sante et de Retraite tres attractif, a?¢Et encore plein d'autres avantages a  decouvrir...  Vous evoluez dans un environnement stimulant base sur un management de proximite. Un Groupe qui s'engage pour ses salaries par la formation et l'evolution professionnelle. Vous recherchez un projet innovant ? Alors Rejoignez la Team EI en postulant!Type de contratContrat à durée indéterminéeContrat travail",NA,https://candidat.pole-emploi.fr/offres/recherche/detail/9414241,NA
